s,name
110281534m,Museum Huis Doorn
1102846m,"József Attila Museum, Makó"
110291619m,Museum of Literature and Theater Arts of Bosnia and Herzegovina
110298421m,Willem Prinsloo Agricultural Museum
110312705b,Karolinenbrücke
110322021m,Straat Museum
110337899b,Benson Street Bridge
110339501m,Colonel Eli Lilly Civil War Museum
11034238m,Eggenstua
1103550m,Pinacoteca Nazionale di Bologna
1103620b,Clyde Dam
110363011m,Danzanravjaa Museum
110384749b,Katowice Exhibition Hall
11039314m,Shang Kexi Memorial Hall
110399656m,Brethren & Mennonite Heritage Center
11040622b,Ncora Dam
110407965h,Tours Odyssey
110408322m,Tibidabo’s Automata Museum
110412708b,Traklsteg
110412780b,Pioniersteg
110417100m,Explore Navajo Interactive Museum
11041798m,NTUU KPI Polytechnic Museum
110420069m,Luang Pho Khun museum
110424451m,Tamminiemi
11042691m,Pingtung Art Museum
11042914m,Gedung Joang 45
1104353b,Edmonton House
110437549b,Bozorgmehr Bridge
11044187m,Arentshuis
11044542m,National Museum of Šabac
1104681b,Tarbes Cathedral
11046984m,Shanxi Museum
1104711b,TCF Center
110473013m,Nederlands Jachtmuseum
110475367m,"Native house, Kristina Leković"
110477224m,Museum voor Pijp en Tabak
110482572b,Altier viaduct
110495068m,Museo de Memoria de Colombia
110501212m,Manipur State Museum
110513197b,Giovi Tunnel
110516565m,Imphal Peace Museum
110517249m,Pablo Casals Museum
110521938m,Wymondham Heritage Museum
110521944m,Margate Old Town Local History Museum
110530824m,Loktak Folklore Museum
110536141m,Caguas Museum of Tobacco
110539800m,Grenzlandmuseum Bad Sachsa
110540327m,MUMONS
110542358m,"Center for Craft, Creativity & Design"
110543384m,INA War Museum
1105477m,Cocteau Kabinett
110551273m,Heemmuseum
110551609m,San Francisco Museum of Craft and Folk Art
110553859b,Roman Theatre of Jableh
110553965b,Pont du Théâtre
110561538m,Hoopa Tribal Museum
11057676m,Helgeland Museum
1105809m,Ferenc Kazinczy Museum
110581659m,Rockville Machine and Settlers Museum
110589445b,building of the Savings Bank of Saumur
11059476m,Urban Council Building Exhibition Center
11061119m,Pingjin Battle Memorial Hall
110627639m,The St. Agata collection of Sacred Art
110629948m,Hatteras Island Visitor Center and Museum of the Sea
110634832m,New Caledonia Maritime Museum
110641748b,Pont de l'Aeri
110641844b,Pont de Borgonyà
110643913b,BP Building
110653830m,Musée-trésor de Notre-Dame-de-l'Abbaye de Carcassonne
110660043m,National Institutes of Health (U.S.). Office of NIH History
110660109h,Silk Road Hotel (Yazd)
110660372h,Dalan-e Behesht Hotel
110664670h,Khesht Abad Hotel
11066499m,Memorial Hall of Former Residence of Zhang Boju and Pan Su
11066793m,Zhang Xueliang's old house
1106704b,Coen Tunnel
1106716h,"Kempinski Hotel Corvinus, Budapest"
110679810m,Manjimup Heritage Park
110681137h,Zoerselhof
11068622b,Viaducto de Loa
110687141m,Queer Britain
110695595b,Plagwitz Bridge
110701542m,Museum of Art and Design in Miramar
11070647m,Xu Beihong Memorial Hall
11070734m,Suboan Former Residence
1107104m,Cohn-Scheune
110713252b,Golden Jubilee Bridges
110716352m,Pinacoteca della Fondazione Cassa di Risparmio di Gorizia
110726714m,Byzantine Museum of Didymoteicho
1107297b,Coit Tower
1107322b,Col de Tende Road Tunnel
110735133h,Can Balaguer
1107391h,Sands Hotel and Casino
110739412b,Montanesi Nord Viaduct
1107442m,"Episcopal Palace, Porto"
110745512b,Superior Tribunal de Justiça building
11076593m,Fushun Lei Feng Memorial Hall
1107799b,Craigavon Bridge
110781874m,Poscio Collection
11078482m,Shanghai Jewish Refugees Museum
11078914b,Fangsheng Bridge
11079418b,Digital Beijing Building
11079676m,Ancestral Temple for Wen Tianxiang
110805007m,Georgia Bureau of Investigation Crime Lab Museum
11080948b,New Century Plaza Tower A
11081375m,New Taipei City Hakka Museum
110818482m,Ife National Museum
110819447m,Mobee Royal Family Museum
110830061m,Homeland Museum of Mokrin
110831132h,Casa Gabino Bobo
110832682b,Pont Jacob
11084014m,Glass Museum of Hsinchu City
11084429m,Xinye County Han Portrait Brick Museum
11084685m,Fangyuan Museum of Arts
110849201b,Dumicketal Bridge
11085449m,Cishan Wude Hall
110855804m,Porta Veronensis
11086810m,Rizhao Urban Planning Exhibition Hall
11086815m,Rizhao Museum
1108722b,Morges Castle
1108722m,Morges Castle
110872958m,Jaisalmer Fort Palace Museum
110878358m,Kazan Icons Museum
1108796b,Colindale tube station
110882950b,St. Veiter Brücke
1108879b,Hotel Alfonso XIII y Jardines
110888733b,Scogli Tunnel
110889091m,Hai Duong Provincial Museum
110892286m,Engelbrechten’scher Hof
1108949m,Gruuthusemuseum
1108953b,Col de Tende
1108956m,Fortabat Art Collection
110900310m,Zaharakos
11090153m,Jing-Mei Human Rights Memorial and Cultural Park
1109031m,Museum of Gold
110907359m,Kempisch Bakkerijmuseum 'De Grenswachter'
110907552m,Museo de Educación Antonio Molero de la Universidad de Alcalá
11091243m,Former Residence of Cao Yu
1109136b,Basilica della Collegiata
1109176b,Ulduz
110921010b,Sassnitz Pedestrian Bridge
1109226b,São João National Theatre
11092284m,Shuozhou Museum
110927162m,"National Museum, Uyo"
110936384m,Aalto2
11094328m,Prague Castle Picture Gallery
110954294m,Justinian Center for Byzantine Culture
1109555b,San José City Hall
11095647m,Former Residence of Li Shutong
110961435m,Hupoge Amber Museum
110978408m,"Museum Club ""House of Agafurovs"""
110979425m,"Museo del Rosario, Aroche"
110979462m,Colección Arqueológica Municipal de Aroche
1109932m,Green Gables
110993583b,Bergwerk Consolidation metro station
1110048b,Collégiale Saint-Pierre du Dorat
111008534m,Badagry Heritage Museum
111009777m,Iakovos Kambanellis theater museum
111016726m,Lang Son Provincial Museum
111017434m,Immigration Museum
111017436m,Railway Museum
111017446m,Serra Historical Museum
111018186m,Metalo Fantazijos
111023505m,Ernest Warther Museum and Gardens
111029311m,Belozersky Regional Museum of Local Lore
111030470m,Koto Museum
111031085b,Pont du Bonhomme
111032189m,King Boat Cultural Museum
111032466m,Ivankiv Historical and Local History Museum
111033935m,Museum of Literature of Mordovia
111034180m,Center of national culture of the village of Staraya Terizmorga
111034876m,Omi Hino Merchant Museum
1110361b,Opera Stage
111036461m,Vestingmuseum Maastricht
111041351m,Schlossmuseum Linz
111041461h,DoubleTree by Hilton Hannover Schweizerhof
11104668m,Songjiang Museum
111054171m,Farjam collections
1110575m,Kiscell Museum
11106661b,Fratel Dam
111088913m,Palazzo dei Marinai d'Italia
1110943m,Gerhart-Hauptmann-Museum
111097241m,Napa Valley Museum
1110979b,Sidu River Bridge
1111293m,Colorado Railroad Museum
1111307m,Castle of Kisnána
111135289b,Rospo Tunnel
111135670b,Castello di Moneglia Tunnel
111135824b,Monteleone Tunnel
11114021m,Liang Sicheng Memorial Hall
1111402b,Colorado State Capitol
11114057m,Krzysztof Kluk Museum of Agriculture
1111481b,Chioggia Cathedral
111150373b,Crowne Plaza Abu Dhabi
111150425b,Majestic City Retreat Hotel
111150732b,"Radisson Blu Residence, Dubai Marina"
111150737b,Le Royal Meridien Beach Resort & Spa Dubai
111154596m,Theo Thijssen Museum
1111633b,Colorium
111164669m,Ha Giang provincial museum
11117393b,Botanic Gardens MRT station
1111768b,Colosseum Theater
111182169m,Laura Secord Homestead
111182410m,Press Museum
11118665m,Røynevarden
111188078m,Thua Thien Hue History Museum
1111991b,San Jacinto Monument
111206602m,El Cubo
111223013m,Museo Arqueológico Padre Martín Recio
111224318b,Almeria Tower
111225434m,Museo Coullaut Valera
1112314m,Kistelek Museum
11123349m,Myntkabinettet
111234533m,Qorikancha Museum
111243216h,Hilton Singapore Orchard
11124442b,Erqi Bridge
11124688b,Yangsigang Yangtze River Bridge
11124749b,Second Wuhan Yangtze River Bridge
11124752b,Wuhan Yangtze River Tunnel
11124760b,Yingwuzhou Yangtze River Bridge
111252273m,Nelles Manor Museum
111256212m,musée de la faculté de médecine de Nancy
111263144m,Église de Saint-Venant-de-Paquette
111279475m,Museum Královstvi Českeho
111280775m,Mahasweta Devi Sangraha Shala
111281276m,Gandhi Memorial Museum
111283839m,Nehru Children's Museum
111284634m,Casa Museo Artesanías de Chile
111284844m,Akshaya Kumar Maitreya Heritage Museum
1112858b,Historic Crew Stadium
11129330m,Jockey Club Museum of Climate Change
111300145m,National Deaf Life Museum
111311567b,Parking C at Prague Ruzyně Airport
111311649b,D1 Motorway bridge over the Olše river near Věřnovice
111311707b,Vchynice D8 Motorway Bridge
111311718b,Čekanice Bridge
111319759m,Oliver Tucker Museum
11132260b,Al Faisal Tower
11133073m,Huitong Temple
111333342m,Oil and Gas Museum
111333795b,Kent Messenger Millennium Bridge
11133909m,Jiangnan Shipbuilding Museum
111339871b,Blaak 8
111343357m,A. Baranauskas and A. Vienuolis-Žukauskas Memorial Museum
111352167m,"Museum of Deaf History, Arts and Culture"
111352227m,West Virginia Culture Museum
111362834b,SAP Tower
111362850b,QBE Centre
111364288m,Baker Family Museum
111364315m,Byesville Historic Museum
111364342m,Byesville Scenic Railway Coal Mining Museum
111364363m,National Museum of Cambridge Glass
111364492m,The Olde Main Street Museum
111364494m,The Temperance Tavern Museum
111364531m,Belmont County Heritage Museum
111364658m,Jefferson County Historical Museum
111364734m,Ferrania Film Museum
111364908m,Schoenbrunn Village
111365106m,Museum of Clay Industry and Folk Art
111365289m,The Canal Museum
111365439m,William Holmes McGuffey Museum
111365624m,Doty Homestead
111366021b,National Bank Tower
111370195m,Springboro Area Historical Society Museum
111370609m,Harding Museum
111370834m,Museum at the Friends Home
111370923m,Alverta Green Museum
11137266m,Islamic Museum of Tripoli
11137389m,Wenchuan Earthquake Epicenter Memorial Hall
111383176m,William A. Ross Jr. Historical Center
111383200m,Johnny Appleseed Educational Center and Museum
111383221m,Champaign County Historical Society Museum
111383400m,James M. Thomas Telephone Museum
111383440m,Bainbridge Dental Museum
111383515m,Ted Lewis Museum
111383533m,Pickaway County Historical Society Museum
111388062b,Select Hotel Spiegelturm Berlin
111388151b,Scandic Berlin Potsdamer Platz
111390075b,Mercure Hotel Bochum City
111390174b,"Radisson Blu Media Harbour Hotel, Düsseldorf"
111392997b,"The Ritz-Carlton, Sarasota"
111393135b,Miami Marriott Biscayne Bay
111393283b,Prince Waikiki
111393787b,The Westgate Hotel
111394136b,Hyatt Regency McCormick Place
111394250b,Hilton Houston Post Oak by the Galleria
111394624b,Marriott Anchorage Downtown
111394971b,W New York - Times Square
111395217b,Radisson Hotel New York Wall Street
111395807b,Hôtel du 2 rue de Lota
111398329m,National Road & Zane Grey Museum
111399852b,"The Ritz-Carlton, Doha"
111406437b,"InterContinental Seoul COEX, an Ihg Hotel"
111406738b,The Yokohama Bay Hotel Tokyu
111406968b,Pur-Navolok Hotel
11140758b,Sassoon House
111407658b,Shangri-La Sydney
111410845b,The Marker Hotel - A Leading Hotel of The World
111414842b,Catalonia Santo Domingo
111415610b,"InterContinental Presidente Mexico City, an Ihg Hotel"
111417924m,Graveface Museum
111420584m,Samuel Ullman Museum
111426671m,Mothman Museum
111427470m,Bac Lieu provincial museum
111427748m,Quang Nam provincial museum
111430352m,civic museum of Frigento
11143773b,Maogang Bridge
111440808b,Immeuble Trémois
11144095m,Talbot House
111445383h,Chestnut Residence and Conference Centre
111458338b,132-134 rue de Courcelles
111461351m,Ramakrishna Sangraha Mandir
111461364m,Rishi Bankim Granthagar o Sangrahashala
111461371m,Thomson Auditorium (Charleston)
111461563m,Chandraketugarh Museum
111461884m,Ramprasad Chakraborty Memorial South Bengal Museum
111462019m,Himalayan Tibet Museum
111492665b,Putnam Street Bridge
111492677b,Putnam Street Bridge
11149600m,Macau Maritime Museum
1115042m,Metallurgical Museum
111512541b,69 rue Réaumur
1115138m,Le Roste
111515937b,Wyndham Grand İzmir Özdilek
111516076b,Hyatt Regency Waikiki Beach Resort and Spa
11152032b,Medina Bridge
11152079m,Zhuozhou Palace
11152082m,Zhuozhou Yaowang Temple
111527075m,Uvea Museum Association
11152742m,Huaihai Campaign Cemetery
1115315b,Commerce Place
1115328b,Palazzo del Capitaniato
111536257m,Froggyland
111540226m,Professor Antonio Taddei Archeological Museum
111543542m,Museo Santa Rosa del Cuareim
111543549m,Wood Museum
111543567m,General César Díaz Museum
111543612m,Museo Histórico Departamental de Florida
111543647m,Museo Didáctico Artiguista
111543672m,Museo Blandengues de Artigas
111543685m,Museo de la Dirección Nacional de Bomberos
111543693m,Museo del Balizamiento
111543703m,Museo Fortaleza General Artigas (del Cerro)
111543740m,Museo Fortaleza de Santa Teresa
111543741m,Museo Fortín de San Miguel
111543773m,Regional Museum of the school of Jesus Aguiar Melian
111543778m,Central Museum of the Dr. Gabriel Terra Hydroelectricc Dam
1115504b,Cashew MRT station
11156422m,Museum of Science and Technology Belgrade
11156794m,Madre de Deus Convent
111569741m,"State Museum, Bhopal"
111578226b,Giacoboni Tunnel
111578240b,Creverina Tunnel
111578255b,Pieve Tunnel
111578291b,Ronco Scrivia medieval bridge
1115846m,Ospedale del Ceppo
111586177b,Bridge Friedenauer Straße over the Mittelland Canal
111590295b,Glen Helen Bridge
111601489m,"Old Roads Board Office, Collie"
111601897m,Saamaka Marron Museum
111602284b,Ladbergener highway bridge No. 99a
111602836m,Ashland Museum
111602905m,MagnifiScience Centre
111603557m,Centrum Dziedzictwa Przyrodniczego i Kulturowego Jury
11161408b,Mthatha Dam
1116194h,The Leland Hotel
111632655m,"Danum Gallery, Library and Museum"
111633019m,Revolution of Dignity Museum
111650980b,D8 Knínice Motorway Bridge
111663170b,Bachstelzenweg Bridge
111663854b,Nedlitz North Bridge
111663951b,Matanzas Swing Bridge
111664055b,Shin Mominoki Suspension Bridge
111665429b,Kefferhausen-Dingelstädt Railroad Bridge
111665848b,Mangjiedu Bridge
111671740m,Multimedia museum of Transhumance
1116722b,Sesekebrücke
111673737b,Urbès Railroad Viaduct
111675864b,Brücke Stelinger Straße
111676303b,Possum Kingdom Bridge
111676898b,Tuoi Viaduct
11167720m,Finnish Ice Hockey Museum
111680423b,Saint-Thibery Mill
111680431b,Lagunas de Somoza Tower
111680465b,Carreï Viaduct
111680559b,Laabenbach Viaduct
111681679b,Hardenbergstraße Railroad Bridge
111682319b,Singshore Bridge
111682770m,Municipal historical and folklore museum of Aeghio
111682771b,Eagle Canyon Bridge
111685392b,Walnut Grove Bridge
1116931m,Museo delle Arti Monastiche
111694211b,Waban Arch Bridge
111694283b,McCauley Bridge
111695889b,Donon Temple
11170632b,Norðskálatunnilin
111710828m,László Tari Museum
111716693m,Old Lapau
1117166b,Château d'Haroué
111730257m,Musée Banque Culturelle Tanéka
111730279m,Musée International Avimadjessi d'Ahozon
111736491b,Folsom Lake Crossing
111736571b,Porte de Cassel
11174479b,Yalu River Broken Bridge
111746891b,Osterbek Canal Metro Bridge
11175667m,Mahjong Museum
111785468m,Museu Capitular de la Catedral de Mallorca
111785497m,Museu d'Història de la Ciutat
111788971b,4 Park Avenue
1117918m,"Museum für Kutschen, Chaisen, Karren"
11180272m,Memorial Hall of Qi Baishi's Former Residence
1118086b,Hannover-Hainholz transmitter
111817853m,Lancaster Maritime Museum
111818023m,South Dakota Art Museum
111818158m,Massillon Museum
111818423m,Sweet Briar Museum
111818573m,Danforth Museum of Art
111828574m,Törökbálint town museum
11182935b,Veidnesbrua
111829877m,Homeland Museum of Paraćin
111829887m,Kosovska Mitrovica City Museum
111829896m,Homeland Museum of Nova Varoš
111831616m,Gun and Shell Factory Museum
111831626m,Audio-Visual Center Augarten
111831808m,Homeland Museum of Mladenovac
111831818m,Mdina Cathedral Museum
111832126m,Kgosi Bathoen II Museum
111833084m,City Art Gallery in Łódź
111833536m,Museum of Lodz University of Technology
111835417m,Copper Cliff Museum
111835498m,Debagram Museum
111837159m,Museo Colegio del Sagrado Corazón
111840505m,Prijepolje museum
111841976m,Local History Collection
111842727m,"Natural History Museum,Obafemi Awolowo University"
111843000m,"National Museum of Colonial History, Aba"
111843267m,"National Museum, Abeokuta"
111843512m,"National Museum, Ile-Ife"
111843542m,"National Museum, Osogbo"
111843829m,"Igbo Ukwu Museum, Anambra"
111844608m,Niger delta museum
111845870m,Flóris Rómer Museum of Art and History
111846107m,Castle Museum
111846701m,Regional museum of Sarh
111847123m,Abéché Museum
111849776m,Berki Gallery
11184985m,Eidsvoll 1814
111850681m,Lahti Museum of Visual arts Malva
111850803m,Centre For Memories
111851020m,Centre For Black And African Arts And Civilization
111853383b,Hythe Pier
111854077m,Bir Mula Heritage Museum
111854992m,Anna and Jarosław Iwaszkiewicz Muzeum
111857339b,Renaissance Polat Istanbul Hotel
111861240m,House of the Moor
111864557m,National Museum Asaba
111865365m,Museum of Traditional Nigerian Architecture Jos
111869216b,Surfers Aquarius
111869230b,Ultra Broadbeach
111872223m,Museum for prehistory and early history Wieselburg
11187249m,Eidsvoll museum
111874022m,Collection des minéraux de Sorbonne Université
111874656m,Museum of Pomeranian Narrow Gauge Railways
111874873m,Museum of the First Serbian Uprising
111876677m,Museum of Bihar
111886964m,Schrammel collection
111889271m,"National Museum, Calabar"
111890013m,Automobil- und Motorradmuseum Austria
