s,name
http://example.com/heritage/id/10889854w,Anijima
http://example.com/heritage/id/10890897w,Kizilgaha Beacon Tower
http://example.com/heritage/id/10893414w,Liusheng Pagoda
http://example.com/heritage/id/10914521w,Taihuai
http://example.com/heritage/id/1091515w,Catalan Romanesque Churches of the Vall de Boí
http://example.com/heritage/id/10942550w,Lower Valley of the Omo
http://example.com/heritage/id/10943106w,Imōtojima
http://example.com/heritage/id/10943140w,Anejima
http://example.com/heritage/id/10948766w,Dingding Gate
http://example.com/heritage/id/10949515w,Baodingshan
http://example.com/heritage/id/10953737w,Estación de León-Norte
http://example.com/heritage/id/1095657w,Clarion Island
http://example.com/heritage/id/109706388w,"ShUM Sites of Speyer, Worms and Mainz"
http://example.com/heritage/id/109717512w,Dalloza
http://example.com/heritage/id/109892063w,Khirbat Has
http://example.com/heritage/id/109892967w,Khirbet al-Khatib
http://example.com/heritage/id/109896173w,Sheikh Suleiman
http://example.com/heritage/id/109928815w,Horta House
http://example.com/heritage/id/109929238w,House & Atelier Horta
http://example.com/heritage/id/1100749w,Grand-Pré
http://example.com/heritage/id/1100964w,Islamic Cairo
http://example.com/heritage/id/1104673w,Flower Garden
http://example.com/heritage/id/1105244w,Cockatoo Island
http://example.com/heritage/id/11052488w,Mount Langshan
http://example.com/heritage/id/110619451w,Church of the Virgin in Sheikh Suleiman
http://example.com/heritage/id/1106554w,Igreja da Sé
http://example.com/heritage/id/11070959w,Tomb of Xu Da
http://example.com/heritage/id/11087935w,Xianling Tomb of the Ming Dynasty (Hubei)
http://example.com/heritage/id/11091804w,Huishan Temple
http://example.com/heritage/id/11096692w,Tomb of Li Wenzhong
http://example.com/heritage/id/1110926w,réserve naturelle Sasso Fratino
http://example.com/heritage/id/1112125w,Church of Saint Simeon Stylites
http://example.com/heritage/id/11143662w,Fashi Zhenwu Temple
http://example.com/heritage/id/1116933w,Andringitra National Park
http://example.com/heritage/id/112132576w,Faldeo Norte del Morro de Arica
http://example.com/heritage/id/1121835w,Ir.D.F. Woudagemaal
http://example.com/heritage/id/1123956w,Sukur
http://example.com/heritage/id/11253145w,Sungyang Academy
http://example.com/heritage/id/11257230w,Laurisilva of Madeira
http://example.com/heritage/id/1126464w,Collégiale de Saint-Léonard-de-Noblat
http://example.com/heritage/id/112738w,Castle of Xabier
http://example.com/heritage/id/11275423w,Hazamiyama Kofun
http://example.com/heritage/id/11288310w,Historic Centre of Vienna
http://example.com/heritage/id/1129992w,Le Morne Brabant
http://example.com/heritage/id/1130112w,Cradle of Humankind
http://example.com/heritage/id/1130947w,Church of San Salvador de Priesca
http://example.com/heritage/id/113162530w,Ruins of Elephantine
http://example.com/heritage/id/1132299w,Serjilla
http://example.com/heritage/id/1133155w,Cornalvo Dam
http://example.com/heritage/id/1134454w,Coro
http://example.com/heritage/id/11352141w,Venice and its Lagoon
http://example.com/heritage/id/11357149w,Mitsubishi Heavy Industries Nagasaki Shipyard & Machinery Works Historical Museum
http://example.com/heritage/id/11357227w,Port of Misumi
http://example.com/heritage/id/1135796w,Naracoorte Caves National Park
http://example.com/heritage/id/1135808w,Wet Tropics of Queensland
http://example.com/heritage/id/11359978w,Kamiishizu Misanzai Kofun
http://example.com/heritage/id/1136251w,Mapungubwe Cultural Landscape
http://example.com/heritage/id/11368031w,Maruhoyama Kofun
http://example.com/heritage/id/1136998w,"Jewish cemetery, Třebíč"
http://example.com/heritage/id/11370708w,Kamegaoka Stone Age Site
http://example.com/heritage/id/1137314w,Laponian area
http://example.com/heritage/id/11376150w,Hitoana Fuji-ko Iseki
http://example.com/heritage/id/1137661w,Gračanica monastery
http://example.com/heritage/id/11378467w,Nakatsuyama Kofun
http://example.com/heritage/id/11378977w,Isedōtai Site
http://example.com/heritage/id/1137953w,Cova Fosca
http://example.com/heritage/id/1139084w,Warsaw Old Town
http://example.com/heritage/id/1139609w,Villa Foscari
http://example.com/heritage/id/11402500w,Jōmon Prehistoric Sites in Northern Japan
http://example.com/heritage/id/11407776w,Minamijima
http://example.com/heritage/id/1141003w,Asante Traditional Buildings
http://example.com/heritage/id/1141009w,Monasteries on the slopes of Popocatépetl
http://example.com/heritage/id/11410610w,Osamezuka Kofun
http://example.com/heritage/id/11411025w,Komuroyama Kofun
http://example.com/heritage/id/11415923w,Mukōhakayama Kofun
http://example.com/heritage/id/1142337w,Sopoćani monastery
http://example.com/heritage/id/11423449w,Haze Nisanzai Kofun
http://example.com/heritage/id/11429120w,Hakayama Kofun
http://example.com/heritage/id/11441985w,Ōtorizuka Kofun
http://example.com/heritage/id/1144337w,Classical Gardens of Suzhou
http://example.com/heritage/id/11444847w,"Amami-Ōshima Island, Tokunoshima Island, northern part of Okinawa Island, and Iriomote Island"
http://example.com/heritage/id/1144686w,Laugerie-Basse
http://example.com/heritage/id/1144760w,Darlington Probation Station
http://example.com/heritage/id/11447744w,Nakōdo Island
http://example.com/heritage/id/11447764w,Yomejima
http://example.com/heritage/id/1145547w,San Pedro Mártir Island
http://example.com/heritage/id/114559132w,Town of Bamberg
http://example.com/heritage/id/1146038w,Nishi Hongan-ji
http://example.com/heritage/id/11467749w,Yamamiya Sengen Shrine
http://example.com/heritage/id/11471921w,Oka Misanzai Kofun
http://example.com/heritage/id/11476069w,Minegazuka Kofun
http://example.com/heritage/id/1147877w,Church of the Archangels Michael and Gabriel
http://example.com/heritage/id/1147957w,Church of Prophet Elijah
http://example.com/heritage/id/11479972w,Ichinoyama Kofun
http://example.com/heritage/id/11487395w,Otōtojima
http://example.com/heritage/id/11489009w,Gobyōyama Kofun
http://example.com/heritage/id/11489085w,Goshono Site
http://example.com/heritage/id/1149782w,Cámara Santa
http://example.com/heritage/id/1150800w,Cueva de Hornos de la Peña
http://example.com/heritage/id/115139w,Sarvestan Palace
http://example.com/heritage/id/11514205w,Korekawa Site
http://example.com/heritage/id/1151821w,North Iwo Jima
http://example.com/heritage/id/115253w,Takht-e Soleyman
http://example.com/heritage/id/1152972w,Svetitskhoveli Cathedral
http://example.com/heritage/id/11544148w,Hashino iron mining and smelting site
http://example.com/heritage/id/11555978w,Tsudō-Shiroyama Kofun
http://example.com/heritage/id/11562956w,Yunotsu Onsen
http://example.com/heritage/id/11567538w,Muryōkō-in Ato
http://example.com/heritage/id/1157141w,Dafosi Grottoes
http://example.com/heritage/id/1157535w,Daigo-ji
http://example.com/heritage/id/1158530w,Daming Palace
http://example.com/heritage/id/11586447w,Iwami Ginzan Kaidō
http://example.com/heritage/id/11605230w,Honghe Hani Rice Terraces
http://example.com/heritage/id/1163298w,Ros De Saint-Crod
http://example.com/heritage/id/1163620w,Church of Hosios David
http://example.com/heritage/id/11637613w,Karusato Ōtsuka Kofun
http://example.com/heritage/id/11642740w,Nachi Primeval Forest
http://example.com/heritage/id/116448209w,Rachid Karami International Fair
http://example.com/heritage/id/11645001w,Nonaka Kofun
http://example.com/heritage/id/11648027w,Kinkeizan
http://example.com/heritage/id/1165035w,Duderhof Heights
http://example.com/heritage/id/116505071w,Kremlin of Suzdal and Cathedral of the Nativity
http://example.com/heritage/id/11650613w,Nabezuka Kofun
http://example.com/heritage/id/1165197w,Mount Danxia
http://example.com/heritage/id/1165327w,Mount Nothofagus National Park
http://example.com/heritage/id/1165562w,Kuk Swamp
http://example.com/heritage/id/1165566w,Old Havana
http://example.com/heritage/id/1165586w,Dar Qita
http://example.com/heritage/id/11659317w,Shūseikan
http://example.com/heritage/id/11664922w,Kashiragashima
http://example.com/heritage/id/11669662w,Takashima Coal Mine
http://example.com/heritage/id/11678145w,Kuroshima
http://example.com/heritage/id/11680154w,Barranc del Xorquet
http://example.com/heritage/id/11680575w,Herbert and Katherine Jacobs First House
http://example.com/heritage/id/11681626w,Yongling Mausoleum (Qing dynasty)
http://example.com/heritage/id/11681656w,León-Matallana train station
http://example.com/heritage/id/11682867w,"Church of San Pedro de la Rúa, Estella"
http://example.com/heritage/id/11682913w,Santa Maria de Cóll
http://example.com/heritage/id/11689669w,"Saint Demetrius church, Matkiv"
http://example.com/heritage/id/11699077w,Sa Cova de ses Lletres
http://example.com/heritage/id/11745863w,"Assumption of Holy Mary Church, Haczów"
http://example.com/heritage/id/11746661w,"Saints Philip and James Church, Sękowa"
http://example.com/heritage/id/11747186w,"St. Michael Archangel's Church, Binarowa"
http://example.com/heritage/id/11747195w,St. Michael Archangel's Church in Dębno
http://example.com/heritage/id/1175856w,Memphis and its Necropolis – the Pyramid Fields from Giza to Dahshur
http://example.com/heritage/id/117623w,Takht-i-Bahi
http://example.com/heritage/id/1180030w,De Hoop Nature Reserve
http://example.com/heritage/id/11812902w,Serengeti National Park
http://example.com/heritage/id/1183360w,Deir Seman
http://example.com/heritage/id/118434w,Casa de la Misericordia de Pamplona
http://example.com/heritage/id/118468w,Land of Frankincense
http://example.com/heritage/id/1185336w,Fort Henry
http://example.com/heritage/id/11858823w,Medina of Essaouira
http://example.com/heritage/id/1186324w,Tamaudun
http://example.com/heritage/id/1187278w,Nishinoshima
http://example.com/heritage/id/11918155w,"Ibiza, Biodiversity and Culture"
http://example.com/heritage/id/1193122w,Jiayuguan
http://example.com/heritage/id/1193715w,Master of the Nets Garden
http://example.com/heritage/id/1194252w,Eravikulam National Park
http://example.com/heritage/id/11945001w,Imperial cult enclosure of   Provincial forum of Tarraco
http://example.com/heritage/id/1194818w,Small Wild Goose Pagoda
http://example.com/heritage/id/11957751w,Amtmannsnes
http://example.com/heritage/id/12012965w,Windmills at Kinderdijk
http://example.com/heritage/id/1202871w,Ninna-ji
http://example.com/heritage/id/1203099w,Gangō-ji
http://example.com/heritage/id/120314w,Mount Wutai
http://example.com/heritage/id/1203429w,Kongōbu-ji
http://example.com/heritage/id/1203756w,Lake Yamanaka
http://example.com/heritage/id/12065255w,Paphos Archaeological Park
http://example.com/heritage/id/120730w,Kyoto Prefecture
http://example.com/heritage/id/1208310w,Taliesin West
http://example.com/heritage/id/12088330w,Bolshoy Zayatsky Island
http://example.com/heritage/id/12120716w,Malaya Muksalma
http://example.com/heritage/id/12120808w,Small Zayatsky Island
http://example.com/heritage/id/12125635w,National History Park
http://example.com/heritage/id/1214318w,"Longobards in Italy, Places of Power"
http://example.com/heritage/id/12156631w,Old City of Salamanca
http://example.com/heritage/id/12158301w,"Church of the Ascension, Yasinia"
http://example.com/heritage/id/12164w,Ponferrada
http://example.com/heritage/id/12168573w,T︠S︡erkva Svi︠a︡toho Dukha
http://example.com/heritage/id/12168656w,St. Archangel Michael Church
http://example.com/heritage/id/1217726w,Ngorongoro Conservation Area
http://example.com/heritage/id/1218832w,Historic Monuments of Novgorod and Surroundings
http://example.com/heritage/id/12192954w,Great Mosque of Tinmel
http://example.com/heritage/id/12193567w,Al Maghtas
http://example.com/heritage/id/12201148w,Whale Sanctuary of El Vizcaino
http://example.com/heritage/id/122026w,Zollverein Coal Mine Industrial Complex
http://example.com/heritage/id/122082w,Srebarna Nature Reserve
http://example.com/heritage/id/12217059w,Sanganeb Marine National Park
http://example.com/heritage/id/12220316w,Old Sana'a
http://example.com/heritage/id/122225w,Seongsan Ilchulbong
http://example.com/heritage/id/122281w,Cap Blanc rock shelter
http://example.com/heritage/id/12242699w,Mausoleum of Imam al-Shafi'i
http://example.com/heritage/id/12242839w,Sultan Qaytbay Complex
http://example.com/heritage/id/12244566w,Mosque of the Barber
http://example.com/heritage/id/1224490w,Sacro Monte di Varese
http://example.com/heritage/id/12257209w,Calasanz School in Pamplona
http://example.com/heritage/id/12258204w,Puente la Reina
http://example.com/heritage/id/12259811w,Walls of Pamplona
http://example.com/heritage/id/12262837w,Puente de la Magdalena
http://example.com/heritage/id/12264649w,Cámara de Comptos de Navarra
http://example.com/heritage/id/12264881w,Aqueduct of Noáin
http://example.com/heritage/id/12266866w,"Church of San Ignacio, Pamplona"
http://example.com/heritage/id/12269990w,West Norwegian Fjords – Geirangerfjord and Nærøyfjord
http://example.com/heritage/id/12283322w,Kozya Stena
http://example.com/heritage/id/12286590w,Orlitsa Convent
http://example.com/heritage/id/12290096w,Peeshti Skali
http://example.com/heritage/id/12293430w,Sevеren Dzhendem
http://example.com/heritage/id/12294132w,Sokolna
http://example.com/heritage/id/12295048w,Stara Reka
http://example.com/heritage/id/1233234w,Ortygia
http://example.com/heritage/id/1234019w,Kizil Caves
http://example.com/heritage/id/12352436w,Medina of Meknes
http://example.com/heritage/id/12385484w,Casa da Conga
http://example.com/heritage/id/12386327w,Colexio de San Clemente
http://example.com/heritage/id/12390601w,Church of San Fiz de Solovio
http://example.com/heritage/id/12390602w,Church of Saint Fructuosus
http://example.com/heritage/id/12397290w,"Pazo de San Lourenzo, Santiago"
http://example.com/heritage/id/1241285w,Alatornio Church
http://example.com/heritage/id/1241298w,Villa of the Mysteries
http://example.com/heritage/id/1243513w,Church of the Holy Cross
http://example.com/heritage/id/12437742w,Parshvanatha Temple
http://example.com/heritage/id/12443091w,"Brahma Temple, Khajuraho"
http://example.com/heritage/id/1244337w,Canaima National Park
http://example.com/heritage/id/1246283w,Kumbhalgarh
http://example.com/heritage/id/1246833w,Old town of Regensburg with Stadtamhof
http://example.com/heritage/id/1246842w,Santa María del Naranjo
http://example.com/heritage/id/12501w,Great Wall of China
http://example.com/heritage/id/12516225w,Batu Tabal railway station
http://example.com/heritage/id/12529433w,Kayalyk
http://example.com/heritage/id/125445w,Temple of Heaven
http://example.com/heritage/id/1254826w,Cape Coast Castle
http://example.com/heritage/id/12555944w,Navekat
http://example.com/heritage/id/1256487w,Baptistry of Neon
http://example.com/heritage/id/1256501w,Jameh Mosque of Isfahan
http://example.com/heritage/id/12579698w,Ornek
http://example.com/heritage/id/1258082w,Arch of Galerius and Rotunda
http://example.com/heritage/id/12583238w,Chomsongdae
http://example.com/heritage/id/12584692w,Gongsanseong
http://example.com/heritage/id/1258473w,Peterhof Palace
http://example.com/heritage/id/12584985w,Gwangneung
http://example.com/heritage/id/1258865w,Villa Emo
http://example.com/heritage/id/12598929w,Royal tombs in Neungsan-ri
http://example.com/heritage/id/12599700w,Sareung
http://example.com/heritage/id/12607310w,Yeongnyeongneung
http://example.com/heritage/id/12608241w,Olleung
http://example.com/heritage/id/126084w,Acre
http://example.com/heritage/id/12614438w,Jangneung
http://example.com/heritage/id/12614441w,Jangneung
http://example.com/heritage/id/12615554w,Jeongneung (Queen Sindeok)
http://example.com/heritage/id/1261870w,Jebel Hafeet
http://example.com/heritage/id/12621501w,Samneung
http://example.com/heritage/id/1262976w,Admiral's bridge
http://example.com/heritage/id/12632074w,Hajdučki i Rožanski kukovi
http://example.com/heritage/id/1265889w,Lower German Limes
http://example.com/heritage/id/1267419w,Durnomagus
http://example.com/heritage/id/1269931w,Ruins of Loropéni
http://example.com/heritage/id/12722216w,"Wooden church in Desești, Maramureș"
http://example.com/heritage/id/12722321w,Ieud Hill Church
http://example.com/heritage/id/12723948w,Cheile Nerei-Beușnița
http://example.com/heritage/id/12724133w,Ciucevele Cernei
http://example.com/heritage/id/12731246w,Izvoarele Nerei
http://example.com/heritage/id/12747162w,Muradiye Complex
http://example.com/heritage/id/127754w,Völklingen Ironworks
http://example.com/heritage/id/1278218w,Santa Maria de Taüll
http://example.com/heritage/id/1279458w,Santa Maria della Scala
http://example.com/heritage/id/1279597w,"Arles, Roman and Romanesque Monuments"
http://example.com/heritage/id/127963w,Eram Garden
http://example.com/heritage/id/1280433w,Kalwaria Zebrzydowska park
http://example.com/heritage/id/12805317w,Vega street
http://example.com/heritage/id/1286650w,China Danxia
http://example.com/heritage/id/12881190w,Panagia tou Araka
http://example.com/heritage/id/129072w,Persepolis
http://example.com/heritage/id/12907852w,Fortifications of Kotor
http://example.com/heritage/id/1292442w,Suomenlinna
http://example.com/heritage/id/1294648w,Etchmiadzin Cathedral
http://example.com/heritage/id/12946982w,Swayambhunath
http://example.com/heritage/id/130025w,Ciudad Universitaria
http://example.com/heritage/id/130321w,Mount Athos
http://example.com/heritage/id/1303856w,Cattedrale di Monreale
http://example.com/heritage/id/1306513w,San Agustin Church
http://example.com/heritage/id/1309771w,Bukit Barisan Selatan National Park
http://example.com/heritage/id/131013w,Acropolis of Athens
http://example.com/heritage/id/131198w,Heard Island and McDonald Islands
http://example.com/heritage/id/131377w,Namib
http://example.com/heritage/id/1318387w,Fort San Sebastian
http://example.com/heritage/id/13220079w,Ichkeul National Park
http://example.com/heritage/id/1322853w,Ta Phraya National Park
http://example.com/heritage/id/1324513w,Trullo Sovrano
http://example.com/heritage/id/1324562w,Yumen Pass
http://example.com/heritage/id/132564w,Mycenae
http://example.com/heritage/id/1328958w,Derinkuyu Underground City
http://example.com/heritage/id/1330939w,Yarkhoto
http://example.com/heritage/id/1330981w,New Caledonia Barrier Reef
http://example.com/heritage/id/1333330w,Gusuku Sites and Related Properties of the Kingdom of Ryukyu
http://example.com/heritage/id/1333799w,Buddhist Monuments in the Hōryū-ji Area
http://example.com/heritage/id/1334966w,Heart of Neolithic Orkney
http://example.com/heritage/id/1335616w,Gunung Leuser National Park
http://example.com/heritage/id/133575w,Cave of Altamira
http://example.com/heritage/id/13362w,Ferrara
http://example.com/heritage/id/13383295w,Ogasawara Archipelago
http://example.com/heritage/id/1340954w,Sirkap
http://example.com/heritage/id/134140w,Temples of Abu Simbel
http://example.com/heritage/id/1343339w,Ennedi Plateau
http://example.com/heritage/id/13469680w,Belavezhskaya Pushcha National Park
http://example.com/heritage/id/1347586w,Villa of the Papyri
http://example.com/heritage/id/134873w,Capital Cities and Tombs of the Ancient Koguryo Kingdom
http://example.com/heritage/id/134905w,Fraser Island (K'gari)
http://example.com/heritage/id/134927w,Mount Emei
http://example.com/heritage/id/13511216w,Lake Batur
http://example.com/heritage/id/1351209w,Hokki-ji
http://example.com/heritage/id/1353292w,Vatnajökull National Park
http://example.com/heritage/id/1353565w,Richtersveld
http://example.com/heritage/id/13537132w,"Holy Trinity Church, Zhovkva"
http://example.com/heritage/id/1354033w,Aljafería
http://example.com/heritage/id/1354756w,Cefalù Cathedral
http://example.com/heritage/id/13548161w,Our Lady of Moutoullas
http://example.com/heritage/id/13567081w,Atamasthana
http://example.com/heritage/id/135779w,House of the Virgin Mary
http://example.com/heritage/id/13586340w,Peace Church in Jawor
http://example.com/heritage/id/1360751w,Mount Chinghee National Park
http://example.com/heritage/id/1361324w,Socorro Island
http://example.com/heritage/id/1362222w,Sacred Mijikenda Kaya Forests
http://example.com/heritage/id/1362629w,National Museum of Western Art
http://example.com/heritage/id/1365882w,Nachi Falls
http://example.com/heritage/id/1366015w,La Santísima Trinidad del Paraná
http://example.com/heritage/id/13674w,Ragusa
http://example.com/heritage/id/1377456w,Subashi Temple
http://example.com/heritage/id/1380559w,Sibiloi National Park
http://example.com/heritage/id/138170w,Tasmanian Wilderness
http://example.com/heritage/id/1384443w,Notre-Dame-en-Vaux
http://example.com/heritage/id/138986w,Zabid
http://example.com/heritage/id/1390044w,Store Dyrehave
http://example.com/heritage/id/1395364w,Si Satchanalai Historical Park
http://example.com/heritage/id/1400400w,Dürrenstein
http://example.com/heritage/id/1404282w,Kondoa Rock Art Sites
http://example.com/heritage/id/1405154w,Tsingy de Bemaraha Strict Nature Reserve
http://example.com/heritage/id/1408909w,Bahla Fort
http://example.com/heritage/id/141080w,Santa Colomba de Somoza
http://example.com/heritage/id/1414019w,Cueva de Ekain
http://example.com/heritage/id/1414691w,Mukojima
http://example.com/heritage/id/1415856w,Fin Garden
http://example.com/heritage/id/1419214w,Sayil
http://example.com/heritage/id/1422898w,León Viejo
http://example.com/heritage/id/1424316w,"Sanam, Sudan"
http://example.com/heritage/id/1426014w,Major Town Houses of the Architect Victor Horta
http://example.com/heritage/id/1427246w,Fort Metal Cross
http://example.com/heritage/id/142874w,Yugyd Va National Park
http://example.com/heritage/id/143042w,Studenica monastery
http://example.com/heritage/id/1431547w,Saint-Jacques Tower
http://example.com/heritage/id/1432983w,Solovetsky Island
http://example.com/heritage/id/1433981w,Castra of Lorch
http://example.com/heritage/id/1434086w,Krzemionki
http://example.com/heritage/id/1435206w,Nelson's Dockyard
http://example.com/heritage/id/1436503w,Martin Luther's Birth House
http://example.com/heritage/id/1438468w,Fort Bullen
http://example.com/heritage/id/1438648w,Fort Pannerden
http://example.com/heritage/id/1439433w,Joggins Fossil Cliffs
http://example.com/heritage/id/14401911w,Casa da Parra
http://example.com/heritage/id/1443478w,Nahal Me'arot Nature Reserve
http://example.com/heritage/id/14468710w,Crypt and Nativity Facade of the Sagrada Família
http://example.com/heritage/id/1448870w,Sanctuary of Saint Michael the Archangel
http://example.com/heritage/id/1449217w,Arian Baptistry
http://example.com/heritage/id/1453235w,Orkhon Valley
http://example.com/heritage/id/14545501w,Storen
http://example.com/heritage/id/14545548w,Winkel lakeside settlement
http://example.com/heritage/id/14547532w,Zürich–Enge Alpenquai
http://example.com/heritage/id/1456840w,Peace Church in Świdnica
http://example.com/heritage/id/1467901w,Kerinci Seblat National Park
http://example.com/heritage/id/14690w,Oreshek fortress
http://example.com/heritage/id/1472544w,Sacro Monte di Ossuccio
http://example.com/heritage/id/1473122w,Palazzo di Propaganda Fide
http://example.com/heritage/id/1473630w,Fuling Tomb
http://example.com/heritage/id/1474363w,Pendjari National Park
http://example.com/heritage/id/14754967w,Kåfjord
http://example.com/heritage/id/1476235w,Seiganto-ji
http://example.com/heritage/id/1478407w,Palermo Cathedral
http://example.com/heritage/id/1478558w,Stones  of Stenness
http://example.com/heritage/id/148083w,Tsarskoye Selo Railway
http://example.com/heritage/id/14863645w,"Bauhaus and its Sites in Weimar, Dessau and Bernau"
http://example.com/heritage/id/1487492w,Les Combarelles
http://example.com/heritage/id/1493439w,Gangaikonda Cholapuram
http://example.com/heritage/id/1494461w,Tour Vauban
http://example.com/heritage/id/1498242w,Ranomafana National Park
http://example.com/heritage/id/1501940w,Colonia Iulia Urbs Triumphalis Tarraco
http://example.com/heritage/id/1503858w,Rice Terraces of the Philippine Cordilleras
http://example.com/heritage/id/1504317w,Church of Saint Nicholas Orphanos
http://example.com/heritage/id/1504607w,Church of Saint Panteleimon
http://example.com/heritage/id/15052130w,Archaeological Site of Sabratha
http://example.com/heritage/id/1505447w,Stora Sjöfallet National Park
http://example.com/heritage/id/1505731w,Torre dels Escipions
http://example.com/heritage/id/1510389w,Sanctuary of Atotonilco
http://example.com/heritage/id/15107508w,Falun Mine Museum
http://example.com/heritage/id/15108724w,Chausath Yogini temple
http://example.com/heritage/id/1511531w,Seri Bahlol
http://example.com/heritage/id/15135455w,Wädenswil–Vorder Au
http://example.com/heritage/id/151545w,Wartburg
http://example.com/heritage/id/1516753w,Saihō-ji
http://example.com/heritage/id/1519034w,Alexander Palace
http://example.com/heritage/id/151963w,Museum Island
http://example.com/heritage/id/1519685w,Le Lac villa
http://example.com/heritage/id/15221022w,"Cathedral, Torre Civica and Piazza Grande, Modena"
http://example.com/heritage/id/152225w,Bikini Atoll
http://example.com/heritage/id/1522451w,Labna
http://example.com/heritage/id/15224654w,Brazilian Atlantic Islands: Fernando de Noronha and Atol das Rocas Reserves
http://example.com/heritage/id/1522939w,Gibraltar Range National Park
http://example.com/heritage/id/15229898w,Monastery of the Hieronymites and Tower of Belém in Lisbon
http://example.com/heritage/id/15229957w,Universidade de Coimbra – Alta e Sofia
http://example.com/heritage/id/15233334w,Archaeological Ensemble of Mérida
http://example.com/heritage/id/152339w,Porta Nigra
http://example.com/heritage/id/15238169w,Town Hall and Roland on the Marketplace of Bremen
http://example.com/heritage/id/15240737w,Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol
http://example.com/heritage/id/15240748w,Wieliczka and Bochnia Royal Salt Mines
http://example.com/heritage/id/15241016w,Historic Centre of Avignon
http://example.com/heritage/id/15255454w,Naval City of Karlskrona
http://example.com/heritage/id/15260680w,Old and New Towns of Edinburgh
http://example.com/heritage/id/15274875w,San Lázaro Roman aqueduct
http://example.com/heritage/id/15278460w,Royal Exhibition Building and Carlton Gardens
http://example.com/heritage/id/15278644w,Old Towns of Djenné
http://example.com/heritage/id/15278712w,"Architectural, Residential and Cultural Complex of the Radziwill Family at Nesvizh"
http://example.com/heritage/id/15278743w,"Melaka and George Town, Historic Cities of the Straits of Malacca"
http://example.com/heritage/id/15339w,Shlisselburg
http://example.com/heritage/id/153430w,Bryggen
http://example.com/heritage/id/1535245w,Sri Ksetra Kingdom
http://example.com/heritage/id/1537302w,Le Puy Cathedral
http://example.com/heritage/id/1538637w,Gostilitsy
http://example.com/heritage/id/1538662w,Xingjiao Temple
http://example.com/heritage/id/1539707w,Roca Partida
http://example.com/heritage/id/1539949w,Abbey of Santa María la Real de Las Huelgas
http://example.com/heritage/id/1540402w,Monastery of Santa María de Sandoval
http://example.com/heritage/id/1541665w,Ningaloo Reef
http://example.com/heritage/id/1542372w,Gran Piedra
http://example.com/heritage/id/1544213w,Great Himalayan National Park
http://example.com/heritage/id/1544323w,Great North Road
http://example.com/heritage/id/15465087w,Saints Michael and Gabriel Church s Gorodtsa
http://example.com/heritage/id/15477047w,"Biblical Tels - Megiddo, Hazor, Beer Sheba"
http://example.com/heritage/id/1551411w,Ruins of St. Paul's
http://example.com/heritage/id/1551511w,Caucasus Biosphere Reserve
http://example.com/heritage/id/155188w,Rohtas Fort
http://example.com/heritage/id/15522768w,Abrigo del Plano del Pulido
http://example.com/heritage/id/155414w,La Foncalada
http://example.com/heritage/id/155443w,Hospital de los Reyes Católicos
http://example.com/heritage/id/155495w,Golden Mountains of Altai
http://example.com/heritage/id/155699w,Abbey of Saint Gall
http://example.com/heritage/id/155727w,Fort and Shalamar Gardens in Lahore
http://example.com/heritage/id/155743w,Centennial Hall
http://example.com/heritage/id/1559411w,Church of Saint Apostles Peter and Paul
http://example.com/heritage/id/156011w,Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe
http://example.com/heritage/id/15602246w,Etruscan Necropolises of Cerveteri and Tarquinia
http://example.com/heritage/id/15604441w,Syracuse and the Rocky Necropolis of Pantalica
http://example.com/heritage/id/156067w,Residence of Bukovinian and Dalmatian Metropolitans
http://example.com/heritage/id/156093w,Taxila
http://example.com/heritage/id/15613314w,Protective town of San Miguel and the Sanctuary of Jesús Nazareno de Atotonilco
http://example.com/heritage/id/15613336w,San Marino Historic Centre and Mount Titano
http://example.com/heritage/id/15623656w,Historic Monuments of Dengfeng in “The Centre of Heaven and Earth”
http://example.com/heritage/id/15623665w,Mantua and Sabbioneta
http://example.com/heritage/id/156292w,Augustusburg and Falkenlust Palaces
http://example.com/heritage/id/156308w,Muskau Park
http://example.com/heritage/id/156316w,Würzburg Residence
http://example.com/heritage/id/156439w,Reichenau Island
http://example.com/heritage/id/15661566w,Prehistoric Caves of Yagul and Mitla in the Central Valley of Oaxaca
http://example.com/heritage/id/156675w,Wieskirche
http://example.com/heritage/id/1568660w,Hagia Sophia
http://example.com/heritage/id/1569783w,Jodrell Bank Observatory
http://example.com/heritage/id/1570913w,Jewish courtyard
http://example.com/heritage/id/1571159w,Halin
http://example.com/heritage/id/1571825w,Naurzum Nature Reserve
http://example.com/heritage/id/15725130w,Thungyai-Huai Kha Khaeng Wildlife Sanctuaries
http://example.com/heritage/id/15726137w,Historic Monuments and Sites in Kaesong
http://example.com/heritage/id/15726282w,Ruins of Kilwa Kisiwani and Ruins of Songo Mnara
http://example.com/heritage/id/15726304w,Old City of Jerusalem and its Walls
http://example.com/heritage/id/15726321w,"Roman Theatre and its Surroundings and the ""Triumphal Arch"" of Orange"
http://example.com/heritage/id/15726428w,churches and convents of Goa
http://example.com/heritage/id/15726441w,"From the Great Saltworks of Salins-les-Bains to the Royal Saltworks of Arc-et-Senans, the Production of Open-pan Salt"
http://example.com/heritage/id/15727363w,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangüé
