s,cname,name,c_id
26668353b,United Kingdom,Town Bridge,http://example.com/country/id/145
26669047b,United Kingdom,Bournemouth Town Hall,http://example.com/country/id/145
26671117m,United Kingdom,The Old Fire Station,http://example.com/country/id/145
26672462b,United Kingdom,Llanthony Swing Bridge,http://example.com/country/id/145
26676095b,United Kingdom,Silver Street Bridge,http://example.com/country/id/145
26684094h,United Kingdom,"12 and 13, Warwick Road",http://example.com/country/id/145
26685058h,United Kingdom,15 Market End,http://example.com/country/id/145
26689465m,United Kingdom,Heath Robinson Museum,http://example.com/country/id/145
2670615b,United Kingdom,Standedge Tunnels,http://example.com/country/id/145
26847027b,United Kingdom,Museum of Scotland,http://example.com/country/id/145
26847027m,United Kingdom,Museum of Scotland,http://example.com/country/id/145
26960663h,United Kingdom,Hampton by Hilton Bournemouth,http://example.com/country/id/145
2704810b,United Kingdom,Lanyon Place railway station,http://example.com/country/id/145
27083954b,United Kingdom,Greenwich Station (Incorporating Number 187),http://example.com/country/id/145
27087112b,United Kingdom,Fullwell Cross Library,http://example.com/country/id/145
2716995b,United Kingdom,Belfast Castle,http://example.com/country/id/145
27333706m,United Kingdom,British Museum Department of Coins and Medals,http://example.com/country/id/145
2745160b,United Kingdom,Brighton Pier,http://example.com/country/id/145
2746031b,United Kingdom,Scottish Parliament Building,http://example.com/country/id/145
2747135b,United Kingdom,Milton Keynes Central railway station,http://example.com/country/id/145
2747894m,United Kingdom,Scott Polar Research Institute,http://example.com/country/id/145
2748565h,United Kingdom,Claridge's,http://example.com/country/id/145
2748806m,United Kingdom,Crathes Castle,http://example.com/country/id/145
275128b,United Kingdom,Caernarfon Castle,http://example.com/country/id/145
2752623b,United Kingdom,Start Point Lighthouse,http://example.com/country/id/145
275b,United Kingdom,Forth Bridge,http://example.com/country/id/145
277604b,United Kingdom,High Speed 1,http://example.com/country/id/145
278314b,United Kingdom,Cannon Street Railway Bridge,http://example.com/country/id/145
2790754b,United Kingdom,Skelton,http://example.com/country/id/145
27943299m,United Kingdom,Allhallows Museum,http://example.com/country/id/145
27958290m,United Kingdom,British Ironworks Centre & Shropshire Sculpture Park,http://example.com/country/id/145
27964070m,United Kingdom,Passmore Edwards Museum,http://example.com/country/id/145
28070855m,United Kingdom,Lace Guild Museum,http://example.com/country/id/145
2813508b,United Kingdom,1 Cabot Square,http://example.com/country/id/145
2813525b,United Kingdom,1 West India Quay,http://example.com/country/id/145
2817763b,United Kingdom,5 Canada Square,http://example.com/country/id/145
2820837m,United Kingdom,Abbot Hall Art Gallery,http://example.com/country/id/145
28214174h,United Kingdom,Hampton by Hilton Newcastle,http://example.com/country/id/145
28232884m,United Kingdom,Henry VII Experience at Micklegate Bar,http://example.com/country/id/145
2839111b,United Kingdom,Almeida Theatre,http://example.com/country/id/145
28402342m,United Kingdom,Museum of British Surfing,http://example.com/country/id/145
28403830m,United Kingdom,Calderdale Industrial Museum,http://example.com/country/id/145
284195b,United Kingdom,Blackfriars station,http://example.com/country/id/145
2844408b,United Kingdom,Chester Roman Amphitheatre,http://example.com/country/id/145
28451507m,United Kingdom,The Tetley,http://example.com/country/id/145
2860025b,United Kingdom,Causey Arch,http://example.com/country/id/145
28609672h,United Kingdom,DoubleTree by Hilton Hotel Coventry,http://example.com/country/id/145
2865427m,United Kingdom,Corrigall Farm Museum,http://example.com/country/id/145
286666b,United Kingdom,Southgate tube station,http://example.com/country/id/145
28777988h,United Kingdom,DoubleTree by Hilton Hotel Aberdeen Treetops,http://example.com/country/id/145
28835991m,United Kingdom,Brent Museum and Archives,http://example.com/country/id/145
29014975m,United Kingdom,Cromer Museum,http://example.com/country/id/145
29014b,United Kingdom,Millennium Dome,http://example.com/country/id/145
29015036m,United Kingdom,Museum of Islay Life,http://example.com/country/id/145
29016276m,United Kingdom,Potters Bar Museum,http://example.com/country/id/145
29053691h,United Kingdom,Hilton Coylumbridge,http://example.com/country/id/145
29159176m,United Kingdom,Ashburton Museum,http://example.com/country/id/145
2915930b,United Kingdom,Millbank Tower,http://example.com/country/id/145
29160297m,United Kingdom,Savings Banks Museum,http://example.com/country/id/145
29160864m,United Kingdom,Victoria Jubilee Museum,http://example.com/country/id/145
2918086m,United Kingdom,Museum of the Home,http://example.com/country/id/145
2920650b,United Kingdom,CityPoint,http://example.com/country/id/145
2925208b,United Kingdom,Brig o' Balgownie,http://example.com/country/id/145
2925727m,United Kingdom,British Golf Museum,http://example.com/country/id/145
29265b,United Kingdom,Canterbury Cathedral,http://example.com/country/id/145
29364035m,United Kingdom,Elstree and Borehamwood Museum,http://example.com/country/id/145
29364071m,United Kingdom,Llandudno Museum,http://example.com/country/id/145
29378866b,United Kingdom,Paddington (Bishop's Road) tube station,http://example.com/country/id/145
2942263b,United Kingdom,Wrexham Cathedral,http://example.com/country/id/145
2942410b,United Kingdom,Newry Cathedral,http://example.com/country/id/145
29470875m,United Kingdom,Museum of Norwich at the Bridewell,http://example.com/country/id/145
29487216b,United Kingdom,Long Bridge,http://example.com/country/id/145
29487285b,United Kingdom,Felindre Bridge,http://example.com/country/id/145
29490343m,United Kingdom,Former County Gaol,http://example.com/country/id/145
29493911b,United Kingdom,Claerwen Dam,http://example.com/country/id/145
29496002b,United Kingdom,Cilgwrgan Bridge,http://example.com/country/id/145
29499549b,United Kingdom,Former Penllwyn Tramroad Viaduct at Nine Mile Point,http://example.com/country/id/145
29508003b,United Kingdom,SE portal of Conwy Railway Tunnel,http://example.com/country/id/145
29510516m,United Kingdom,Museum of the Scottish Shale Oil Industry,http://example.com/country/id/145
29563029m,United Kingdom,Stromness Museum,http://example.com/country/id/145
29563155m,United Kingdom,Macclesfield Silk Museum,http://example.com/country/id/145
2968039b,United Kingdom,Ackergill Tower,http://example.com/country/id/145
2968772b,United Kingdom,Canterbury Castle,http://example.com/country/id/145
2978995b,United Kingdom,Clevedon Pier,http://example.com/country/id/145
2980424b,United Kingdom,SEC Armadillo,http://example.com/country/id/145
2980588b,United Kingdom,Mathematical Bridge,http://example.com/country/id/145
2985848m,United Kingdom,Cressing Temple,http://example.com/country/id/145
29870903m,United Kingdom,London Transport Museum Depot,http://example.com/country/id/145
29948012h,United Kingdom,DoubleTree by Hilton Hotel Edinburgh Airport,http://example.com/country/id/145
29950216m,United Kingdom,Andrew Logan Museum of Sculpture,http://example.com/country/id/145
2997681b,United Kingdom,Corporation Street Bridge,http://example.com/country/id/145
30021879h,United Kingdom,DoubleTree by Hilton London Heathrow Airport,http://example.com/country/id/145
30038729m,United Kingdom,East Surrey Museum,http://example.com/country/id/145
30097763h,United Kingdom,"The Westminster London, Curio Collection by Hilton",http://example.com/country/id/145
301995b,United Kingdom,Goldhawk Road tube station,http://example.com/country/id/145
30301927h,United Kingdom,Hampton by Hilton Bristol City Centre,http://example.com/country/id/145
30346525h,United Kingdom,Hilton Edinburgh Grosvenor,http://example.com/country/id/145
30402016h,United Kingdom,Hilton Belfast,http://example.com/country/id/145
3047596b,United Kingdom,Edinburgh Festival Theatre,http://example.com/country/id/145
30504052h,United Kingdom,DoubleTree by Hilton Hotel London - Marble Arch,http://example.com/country/id/145
30504754h,United Kingdom,Hilton Nottingham,http://example.com/country/id/145
3054289b,United Kingdom,English Bridge,http://example.com/country/id/145
3057819b,United Kingdom,Bingley Five Rise Locks,http://example.com/country/id/145
30589073m,United Kingdom,The Royal Mint Museum,http://example.com/country/id/145
30601012m,United Kingdom,Elgin Museum,http://example.com/country/id/145
30621560b,United Kingdom,Byker Viaduct,http://example.com/country/id/145
30621566b,United Kingdom,Byker Bridge,http://example.com/country/id/145
3069905b,United Kingdom,Ontario Tower,http://example.com/country/id/145
3070493b,United Kingdom,Pan Peninsula,http://example.com/country/id/145
30801106b,United Kingdom,Marlowe Theatre (2nd),http://example.com/country/id/145
3081510b,United Kingdom,West Pier,http://example.com/country/id/145
309388b,United Kingdom,Natural History Museum,http://example.com/country/id/145
3094799m,United Kingdom,Gallery of Modern Art,http://example.com/country/id/145
3109593b,United Kingdom,Willis Building,http://example.com/country/id/145
311444b,United Kingdom,Al-Rahma Mosque,http://example.com/country/id/145
31656b,United Kingdom,Madejski Stadium,http://example.com/country/id/145
31670b,United Kingdom,Kiyan Prince Foundation Stadium,http://example.com/country/id/145
31678b,United Kingdom,The Hawthorns,http://example.com/country/id/145
3175922b,United Kingdom,Parliament Buildings,http://example.com/country/id/145
3177820b,United Kingdom,Eastbourne Pier,http://example.com/country/id/145
318043b,United Kingdom,Craven Cottage,http://example.com/country/id/145
3182264m,United Kingdom,John Paul Jones Cottage Museum,http://example.com/country/id/145
31939728m,United Kingdom,Thameside Centre,http://example.com/country/id/145
31969b,United Kingdom,Stadium of Light,http://example.com/country/id/145
3214282b,United Kingdom,Laban Centre,http://example.com/country/id/145
3269428b,United Kingdom,Buchanan Street subway station,http://example.com/country/id/145
3269432b,United Kingdom,Hillhead subway station,http://example.com/country/id/145
327451b,United Kingdom,Dudley Ward Way,http://example.com/country/id/145
3285332b,United Kingdom,Manchester Arndale,http://example.com/country/id/145
3285343b,United Kingdom,Manchester Central Library,http://example.com/country/id/145
3303706m,United Kingdom,McManus Gallery,http://example.com/country/id/145
330731b,United Kingdom,Boleyn Ground,http://example.com/country/id/145
3309562b,United Kingdom,Senedd building,http://example.com/country/id/145
3313296m,United Kingdom,Dennis Severs' House,http://example.com/country/id/145
33229354h,United Kingdom,Hilton London Croydon,http://example.com/country/id/145
3329390m,United Kingdom,Whipple Museum of the History of Science,http://example.com/country/id/145
3329769m,United Kingdom,Westminster Abbey Museum,http://example.com/country/id/145
334399b,United Kingdom,Bath Abbey,http://example.com/country/id/145
3351920b,United Kingdom,Belfast City Hall,http://example.com/country/id/145
3360320b,United Kingdom,Paddington (Praed Street) tube station,http://example.com/country/id/145
338619b,United Kingdom,Newport Cathedral,http://example.com/country/id/145
339434b,United Kingdom,Mumbles Lighthouse,http://example.com/country/id/145
3396884b,United Kingdom,"Bow Bridge, Cumbria",http://example.com/country/id/145
3397374b,United Kingdom,Newport railway station,http://example.com/country/id/145
3397409b,United Kingdom,Bridge of Sighs,http://example.com/country/id/145
3403027m,United Kingdom,Norton Priory,http://example.com/country/id/145
3403972m,United Kingdom,HM Prison Crumlin Road,http://example.com/country/id/145
3404000m,United Kingdom,Centre for Alternative Technology,http://example.com/country/id/145
3407626b,United Kingdom,Bridge of Sighs,http://example.com/country/id/145
3441301b,United Kingdom,Tay Road Bridge,http://example.com/country/id/145
34433b,United Kingdom,University of Oxford,http://example.com/country/id/145
344481b,United Kingdom,Acton Town tube station,http://example.com/country/id/145
3493426b,United Kingdom,Glasgow Central Mosque,http://example.com/country/id/145
3511316m,United Kingdom,Glasgow Museum of Transport,http://example.com/country/id/145
3511923b,United Kingdom,Peckham Library,http://example.com/country/id/145
3520122m,United Kingdom,The Postal Museum,http://example.com/country/id/145
3521692b,United Kingdom,The Lowry,http://example.com/country/id/145
3533344b,United Kingdom,Glasgow Tower,http://example.com/country/id/145
3539290b,United Kingdom,Trinity Bridge,http://example.com/country/id/145
3542165b,United Kingdom,Clyde Tunnel,http://example.com/country/id/145
3547979m,United Kingdom,Ulster Museum,http://example.com/country/id/145
3561816b,United Kingdom,London Planetarium,http://example.com/country/id/145
359256b,United Kingdom,Admiralty Arch,http://example.com/country/id/145
3640335b,United Kingdom,Birmingham Central Library,http://example.com/country/id/145
3644573b,United Kingdom,Bridge of Dee,http://example.com/country/id/145
370249b,United Kingdom,Westerglen transmitting station,http://example.com/country/id/145
3715786b,United Kingdom,Dubris Pharos,http://example.com/country/id/145
371906b,United Kingdom,Kew Bridge,http://example.com/country/id/145
3739774b,United Kingdom,Dungeness Lighthouse,http://example.com/country/id/145
3739779b,United Kingdom,Europa Point Lighthouse,http://example.com/country/id/145
3739790b,United Kingdom,Longships Lighthouse,http://example.com/country/id/145
3739799b,United Kingdom,Peninnis Lighthouse,http://example.com/country/id/145
375044b,United Kingdom,Stockton and Darlington Railway,http://example.com/country/id/145
3753005b,United Kingdom,North Bridge,http://example.com/country/id/145
3756310b,United Kingdom,99 Bishopsgate,http://example.com/country/id/145
37857517h,United Kingdom,Hampton by Hilton Birmingham Jewellery Quarter,http://example.com/country/id/145
37858337h,United Kingdom,Hampton by Hilton Glasgow Central,http://example.com/country/id/145
37858682h,United Kingdom,DoubleTree by Hilton Hotel Leeds City Centre,http://example.com/country/id/145
3786424b,United Kingdom,Buckingham Baptist Chapel,http://example.com/country/id/145
380823b,United Kingdom,Molineux Stadium,http://example.com/country/id/145
385854b,United Kingdom,Skye Bridge,http://example.com/country/id/145
386424b,United Kingdom,Liverpool Overhead Railway,http://example.com/country/id/145
3868648m,United Kingdom,"Musical Museum, Brentford",http://example.com/country/id/145
38876b,United Kingdom,Barbican tube station,http://example.com/country/id/145
38879b,United Kingdom,Covent Garden tube station,http://example.com/country/id/145
38909b,United Kingdom,Southwark tube station,http://example.com/country/id/145
389902b,United Kingdom,Norwich railway station,http://example.com/country/id/145
390150b,United Kingdom,Salisbury Cathedral,http://example.com/country/id/145
390169b,United Kingdom,Lincoln Cathedral,http://example.com/country/id/145
39045477m,United Kingdom,The Etches Collection,http://example.com/country/id/145
39047629m,United Kingdom,Aston Martin Heritage Trust Museum,http://example.com/country/id/145
39047643m,United Kingdom,Thame Museum,http://example.com/country/id/145
39047961m,United Kingdom,Swinford Museum,http://example.com/country/id/145
3918339b,United Kingdom,Queen Elizabeth II Centre,http://example.com/country/id/145
3918721m,United Kingdom,Francis Skaryna Belarusian Library and Museum,http://example.com/country/id/145
39671b,United Kingdom,Stonehenge,http://example.com/country/id/145
3968286b,United Kingdom,Star Castle,http://example.com/country/id/145
3969982b,United Kingdom,Derry railway station,http://example.com/country/id/145
39996794m,United Kingdom,An Iodhlann,http://example.com/country/id/145
4046880b,United Kingdom,Hartlepool railway station,http://example.com/country/id/145
4064609m,United Kingdom,Amora London,http://example.com/country/id/145
40889239m,United Kingdom,Museum of Barnstaple and North Devon,http://example.com/country/id/145
4091854b,United Kingdom,Great Pagoda,http://example.com/country/id/145
41661713m,United Kingdom,Glasgow Museums Resource Centre,http://example.com/country/id/145
41661985m,United Kingdom,Museum of Carpet,http://example.com/country/id/145
42049b,United Kingdom,Balmoral Castle,http://example.com/country/id/145
42049m,United Kingdom,Balmoral Castle,http://example.com/country/id/145
4205980b,United Kingdom,York city walls,http://example.com/country/id/145
42112067m,United Kingdom,Court Barn Museum,http://example.com/country/id/145
42182b,United Kingdom,Buckingham Palace,http://example.com/country/id/145
42341625h,United Kingdom,DoubleTree by Hilton Hotel London - Hyde Park,http://example.com/country/id/145
4249914m,United Kingdom,Kennet & Avon Canal Museum,http://example.com/country/id/145
4250383b,United Kingdom,Dryburgh Bridge,http://example.com/country/id/145
42646b,United Kingdom,Windsor Castle,http://example.com/country/id/145
426804b,United Kingdom,Oval tube station,http://example.com/country/id/145
42795476m,United Kingdom,Royston & District Museum & Art Gallery,http://example.com/country/id/145
429379b,United Kingdom,Hereford Cathedral,http://example.com/country/id/145
42955740m,United Kingdom,BD1 Gallery,http://example.com/country/id/145
4306389m,United Kingdom,The People's Story Museum,http://example.com/country/id/145
4306509m,United Kingdom,Scottish Football Museum,http://example.com/country/id/145
432321b,United Kingdom,Cardiff Arms Park,http://example.com/country/id/145
43279b,United Kingdom,Wembley Stadium,http://example.com/country/id/145
43289508b,United Kingdom,Torridge Bridge,http://example.com/country/id/145
43500467m,United Kingdom,British Museum (Natural History). Department of Botany.,http://example.com/country/id/145
43549083m,United Kingdom,North Hertfordshire Museum,http://example.com/country/id/145
43674688m,United Kingdom,V&A Dundee,http://example.com/country/id/145
4375431m,United Kingdom,Bath Postal Museum,http://example.com/country/id/145
44057b,United Kingdom,Millennium Bridge,http://example.com/country/id/145
44186380m,United Kingdom,National Civil War Centre,http://example.com/country/id/145
448856b,United Kingdom,Clachan Bridge,http://example.com/country/id/145
4526278m,United Kingdom,Scotch Whisky Heritage Centre,http://example.com/country/id/145
45316350h,United Kingdom,DoubleTree by Hilton Hotel Edinburgh City Centre,http://example.com/country/id/145
45318536m,United Kingdom,Bayle Museum,http://example.com/country/id/145
4546413b,United Kingdom,102 Petty France,http://example.com/country/id/145
4547317b,United Kingdom,111 Piccadilly,http://example.com/country/id/145
4552044b,United Kingdom,16 Cook Street,http://example.com/country/id/145
4553520b,United Kingdom,"17 & 19 Newhall Street, Birmingham",http://example.com/country/id/145
456960b,United Kingdom,Westminster Bridge,http://example.com/country/id/145
4581944b,United Kingdom,Holborn Viaduct,http://example.com/country/id/145
4583646b,United Kingdom,Raby Castle,http://example.com/country/id/145
4596006b,United Kingdom,1 Princes Dock,http://example.com/country/id/145
4596016h,United Kingdom,1 Snow Hill Plaza,http://example.com/country/id/145
46347524m,United Kingdom,Verulamium Museum,http://example.com/country/id/145
4645063b,United Kingdom,88 Wood Street,http://example.com/country/id/145
465746m,United Kingdom,American Museum and Gardens,http://example.com/country/id/145
4664027m,United Kingdom,Abbey House Museum,http://example.com/country/id/145
4664048m,United Kingdom,Abbey Pumping Station,http://example.com/country/id/145
4664097m,United Kingdom,Abbeydale Industrial Hamlet,http://example.com/country/id/145
4664201m,United Kingdom,"Abbot House, Dunfermline",http://example.com/country/id/145
4666883m,United Kingdom,Aberdeen Art Gallery,http://example.com/country/id/145
4666952m,United Kingdom,Aberdeen Maritime Museum,http://example.com/country/id/145
4667819b,United Kingdom,Abingdon Bridge,http://example.com/country/id/145
4681183b,United Kingdom,Addington Palace,http://example.com/country/id/145
47002203m,United Kingdom,Penrith and Eden Museum,http://example.com/country/id/145
47004817m,United Kingdom,Royal Architectural Museum,http://example.com/country/id/145
4709803b,United Kingdom,Albert Bridge,http://example.com/country/id/145
4712546b,United Kingdom,Albion Riverside,http://example.com/country/id/145
47163192m,United Kingdom,Museum of Scottish Lighthouses,http://example.com/country/id/145
4722153m,United Kingdom,Alford Valley Railway,http://example.com/country/id/145
47250692b,United Kingdom,"Ruined Cathedral Church of St Michael, Coventry",http://example.com/country/id/145
4728790b,United Kingdom,All Hallows-on-the-Wall,http://example.com/country/id/145
4728804b,United Kingdom,All Hallows Staining,http://example.com/country/id/145
4729514b,United Kingdom,All Saints Church,http://example.com/country/id/145
4733885b,United Kingdom,Almond Aqueduct,http://example.com/country/id/145
4736731b,United Kingdom,Altitude 25,http://example.com/country/id/145
4736850b,United Kingdom,Altolusso,http://example.com/country/id/145
4741361m,United Kingdom,Amberley Museum & Heritage Centre,http://example.com/country/id/145
47523086m,United Kingdom,"Buckley Library, Museum and Gallery",http://example.com/country/id/145
47529128m,United Kingdom,Wheal Martyn,http://example.com/country/id/145
475971b,United Kingdom,Putney Bridge,http://example.com/country/id/145
4764115m,United Kingdom,Angus Folk Museum,http://example.com/country/id/145
476529b,United Kingdom,Winchester Cathedral,http://example.com/country/id/145
4767915b,United Kingdom,Annan railway station,http://example.com/country/id/145
4769474b,United Kingdom,Anniesland Court,http://example.com/country/id/145
477733b,United Kingdom,Ruislip Manor tube station,http://example.com/country/id/145
4779287m,United Kingdom,Apedale Heritage Centre,http://example.com/country/id/145
4781335b,United Kingdom,Appleford Railway Bridge,http://example.com/country/id/145
4792583m,United Kingdom,Armagh County Museum,http://example.com/country/id/145
4796396m,United Kingdom,Arsenal Football Club Museum,http://example.com/country/id/145
4798339m,United Kingdom,Arthur Cottage,http://example.com/country/id/145
48032180m,United Kingdom,Hunterian Museum,http://example.com/country/id/145
4805698b,United Kingdom,Ashness Bridge,http://example.com/country/id/145
48159b,United Kingdom,City of Manchester Stadium,http://example.com/country/id/145
4818182b,United Kingdom,Attenborough Building,http://example.com/country/id/145
4823355b,United Kingdom,Austins,http://example.com/country/id/145
4829178b,United Kingdom,Avon Aqueduct,http://example.com/country/id/145
4829273m,United Kingdom,Avoncroft Museum of Historic Buildings,http://example.com/country/id/145
4829350b,United Kingdom,Avonmouth Bridge,http://example.com/country/id/145
4836762m,United Kingdom,BT Museum,http://example.com/country/id/145
4836768b,United Kingdom,BT Tower,http://example.com/country/id/145
4838843m,United Kingdom,"Bachelors' Club, Tarbolton",http://example.com/country/id/145
4841991h,United Kingdom,Baglioni Hotel,http://example.com/country/id/145
4851829b,United Kingdom,Ballochmyle Viaduct,http://example.com/country/id/145
4852693b,United Kingdom,Baltic Centre for Contemporary Art,http://example.com/country/id/145
4861279b,United Kingdom,Barmouth Bridge,http://example.com/country/id/145
4861931b,United Kingdom,Barnsley Town Hall,http://example.com/country/id/145
4862078m,United Kingdom,Barometer World,http://example.com/country/id/145
4863855b,United Kingdom,Barrow-in-Furness Town Hall,http://example.com/country/id/145
4865679b,United Kingdom,Barton Road Swing Bridge,http://example.com/country/id/145
4867508m,United Kingdom,Basing House,http://example.com/country/id/145
4868887m,United Kingdom,Bath Aqua Theatre of Glass,http://example.com/country/id/145
487356b,United Kingdom,Richmond Bridge,http://example.com/country/id/145
4877428b,United Kingdom,Beauchief Abbey,http://example.com/country/id/145
4878608m,United Kingdom,Beck Isle Museum,http://example.com/country/id/145
4878698b,United Kingdom,Beckfoot Bridge,http://example.com/country/id/145
4879029m,United Kingdom,Jarrow Hall,http://example.com/country/id/145
4880175b,United Kingdom,"Beetham Tower, Liverpool",http://example.com/country/id/145
4882257b,United Kingdom,Belfast City Hospital,http://example.com/country/id/145
4884648m,United Kingdom,Belper North Mill,http://example.com/country/id/145
4892650b,United Kingdom,Bermuda Railway,http://example.com/country/id/145
4899738b,United Kingdom,Bewdley Bridge,http://example.com/country/id/145
4913590b,United Kingdom,Bilsdale transmitting station,http://example.com/country/id/145
4913611m,United Kingdom,Bilston Craft Gallery,http://example.com/country/id/145
4916599m,United Kingdom,Birmingham Assay Office,http://example.com/country/id/145
4918405b,United Kingdom,Bispham Parish Church,http://example.com/country/id/145
4921367m,United Kingdom,The Crime Museum,http://example.com/country/id/145
4921494b,United Kingdom,Black Potts Railway Bridge,http://example.com/country/id/145
4922065b,United Kingdom,Marlow Bridge,http://example.com/country/id/145
4923818b,United Kingdom,Blaenplwyf transmitting station,http://example.com/country/id/145
4924227m,United Kingdom,Blairs College,http://example.com/country/id/145
4925575b,United Kingdom,Blaydon Bridge,http://example.com/country/id/145
4928925b,United Kingdom,Blue Bridge,http://example.com/country/id/145
494388b,United Kingdom,DW Stadium,http://example.com/country/id/145
4950232b,United Kingdom,Bourne End Railway Bridge,http://example.com/country/id/145
4950623b,United Kingdom,Bow Church,http://example.com/country/id/145
4950957m,United Kingdom,Bowes Railway,http://example.com/country/id/145
4954625b,United Kingdom,Bradford City Hall,http://example.com/country/id/145
4956083m,United Kingdom,Bramah Tea and Coffee Museum,http://example.com/country/id/145
4958297b,United Kingdom,Braunstone Gate Bridge,http://example.com/country/id/145
4961884m,United Kingdom,Bressingham Steam and Gardens,http://example.com/country/id/145
4966498b,United Kingdom,Bridgegate,http://example.com/country/id/145
4967130b,United Kingdom,Brig o' Doon,http://example.com/country/id/145
4968867m,United Kingdom,Bristol City Museum and Art Gallery,http://example.com/country/id/145
4969830m,United Kingdom,British Commercial Vehicle Museum,http://example.com/country/id/145
4969927m,United Kingdom,British Empire and Commonwealth Museum,http://example.com/country/id/145
4969933m,United Kingdom,British Engineerium,http://example.com/country/id/145
4970236m,United Kingdom,British Lawnmower Museum,http://example.com/country/id/145
4972169m,United Kingdom,Broadfield House Glass Museum,http://example.com/country/id/145
4978376b,United Kingdom,Bruce Tunnel,http://example.com/country/id/145
4979489b,United Kingdom,Brunswick Centre,http://example.com/country/id/145
49807274h,United Kingdom,Hilton London Bankside,http://example.com/country/id/145
4980955b,United Kingdom,Brynglas Tunnels,http://example.com/country/id/145
5002473b,United Kingdom,Bute Building,http://example.com/country/id/145
500732b,United Kingdom,Bridgewater Place,http://example.com/country/id/145
500922b,United Kingdom,Britannia Stadium,http://example.com/country/id/145
501003b,United Kingdom,Waterloo Bridge,http://example.com/country/id/145
5016901b,United Kingdom,Caerleon Bridge,http://example.com/country/id/145
5019450b,United Kingdom,Caledonian Railway Bridge,http://example.com/country/id/145
5021894m,United Kingdom,Callendar House,http://example.com/country/id/145
503477b,United Kingdom,One Canada Square,http://example.com/country/id/145
503506b,United Kingdom,Cunard Building,http://example.com/country/id/145
5037603b,United Kingdom,Caradon Hill transmitting station,http://example.com/country/id/145
5038401b,United Kingdom,Cardiff Crown Court,http://example.com/country/id/145
5038445b,United Kingdom,Cardiff Market,http://example.com/country/id/145
5038603b,United Kingdom,Cardinal Place,http://example.com/country/id/145
5044159b,United Kingdom,Carnon viaduct,http://example.com/country/id/145
5052229b,United Kingdom,Cathedral Green Footbridge,http://example.com/country/id/145
505233b,United Kingdom,Port of Liverpool Building,http://example.com/country/id/145
5055084b,United Kingdom,Caversham Bridge,http://example.com/country/id/145
5057254m,United Kingdom,Cefn Coed Colliery Museum,http://example.com/country/id/145
505858b,United Kingdom,Chester Castle,http://example.com/country/id/145
505950b,United Kingdom,Holyrood Palace,http://example.com/country/id/145
50611971h,United Kingdom,Hampton by Hilton London Gatwick Airport,http://example.com/country/id/145
5061864b,United Kingdom,Central Station,http://example.com/country/id/145
5062504b,United Kingdom,Centre for Life,http://example.com/country/id/145
506290b,United Kingdom,Glasgow Subway,http://example.com/country/id/145
5067865m,United Kingdom,Chain Bridge Forge Museum,http://example.com/country/id/145
507367b,United Kingdom,Battersea Railway Bridge,http://example.com/country/id/145
50810299m,United Kingdom,Museum of the Royal Scots,http://example.com/country/id/145
50841764h,United Kingdom,Hilton York,http://example.com/country/id/145
5086529m,United Kingdom,Charmouth Heritage Coast Centre,http://example.com/country/id/145
5101943b,United Kingdom,Chirk Aqueduct,http://example.com/country/id/145
51030931m,United Kingdom,Copper Kingdom,http://example.com/country/id/145
510389b,United Kingdom,Lichfield Cathedral,http://example.com/country/id/145
5116592m,United Kingdom,Church Farmhouse Museum,http://example.com/country/id/145
5117344b,United Kingdom,"Church of St. Walburge, Preston",http://example.com/country/id/145
5117362b,United Kingdom,St Andrew's Church,http://example.com/country/id/145
5120743m,United Kingdom,Cinema Museum,http://example.com/country/id/145
5120902b,United Kingdom,Cineworld Glasgow Renfrew Street,http://example.com/country/id/145
5124896b,United Kingdom,Clackmannanshire Bridge,http://example.com/country/id/145
5124905b,United Kingdom,Clacton Pier,http://example.com/country/id/145
5131038b,United Kingdom,Cleddau Bridge,http://example.com/country/id/145
513260b,United Kingdom,Westferry,http://example.com/country/id/145
5133173b,United Kingdom,Clifton Aqueduct,http://example.com/country/id/145
5133227b,United Kingdom,Clifton Hampden Bridge,http://example.com/country/id/145
5134817m,United Kingdom,Clockmakers' Museum,http://example.com/country/id/145
5134963b,United Kingdom,Clonard Monastery,http://example.com/country/id/145
5138846b,United Kingdom,Cobden Bridge,http://example.com/country/id/145
5139038b,United Kingdom,Cobweb Bridge,http://example.com/country/id/145
5142542m,United Kingdom,Coldrum Long Barrow,http://example.com/country/id/145
5147752b,United Kingdom,Colmore Gate,http://example.com/country/id/145
5149189m,United Kingdom,Colour Experience,http://example.com/country/id/145
5149375b,United Kingdom,Beacon Tower,http://example.com/country/id/145
5160834b,United Kingdom,Congress Theatre,http://example.com/country/id/145
5161719b,United Kingdom,Connel Bridge,http://example.com/country/id/145
5169781b,United Kingdom,Corbridge Bridge,http://example.com/country/id/145
5170562m,United Kingdom,Corinium Museum,http://example.com/country/id/145
5171822m,United Kingdom,Cornish Mines and Engines,http://example.com/country/id/145
5173904b,United Kingdom,Cosgrove aqueduct,http://example.com/country/id/145
5175487m,United Kingdom,Cotswold Motoring Museum,http://example.com/country/id/145
5179119m,United Kingdom,Coventry Transport Museum,http://example.com/country/id/145
5179785h,United Kingdom,Coworth House,http://example.com/country/id/145
51824364h,United Kingdom,Hilton London Kensington,http://example.com/country/id/145
5185070b,United Kingdom,Cricklade Town Bridge,http://example.com/country/id/145
