s,cname,name,c_id
113370226m,United Kingdom,Foresters Museum & Archive,http://example.com/country/id/145
113370227m,United Kingdom,Guys Mini Museum,http://example.com/country/id/145
113370228m,United Kingdom,Rugby School Museum,http://example.com/country/id/145
113370229m,United Kingdom,Dent Village Heritage Centre and Museum,http://example.com/country/id/145
113370230m,United Kingdom,Gordon Russell Design Museum,http://example.com/country/id/145
113370231m,United Kingdom,National Sikh Heritage Centre & Holocaust Museum,http://example.com/country/id/145
113370232m,United Kingdom,Lothlorien Emporium And Toy Museum,http://example.com/country/id/145
113370233m,United Kingdom,South East Romany Museum,http://example.com/country/id/145
113370234m,United Kingdom,The Donald Mcgill Museum,http://example.com/country/id/145
113370235m,United Kingdom,Stow Maries Great War Aerodrome Museum,http://example.com/country/id/145
113370236m,United Kingdom,Ferryman's Hut Museum,http://example.com/country/id/145
113370237m,United Kingdom,Kurdish Museum Library and Archive,http://example.com/country/id/145
113370238m,United Kingdom,Southburn Archaeological Museum,http://example.com/country/id/145
113370239m,United Kingdom,Museum of The Post Office In The Community,http://example.com/country/id/145
113370240m,United Kingdom,Marlow Museum,http://example.com/country/id/145
113370241m,United Kingdom,Shere Museum,http://example.com/country/id/145
113370242m,United Kingdom,Bottisham Airfield Museum,http://example.com/country/id/145
113370243m,United Kingdom,Hertfordshire Fire Brigade Museum,http://example.com/country/id/145
113370245m,United Kingdom,The Lawrence Room (Girton's Museum Collection),http://example.com/country/id/145
113370246m,United Kingdom,Crediton Museum,http://example.com/country/id/145
113370247m,United Kingdom,Brooks Collectables And Museum,http://example.com/country/id/145
113370248m,United Kingdom,Woodend Colliery Mining Museum,http://example.com/country/id/145
113370249m,United Kingdom,Mr Vacuum Cleaner Museum,http://example.com/country/id/145
113370250m,United Kingdom,North Frodingham Local History Museum,http://example.com/country/id/145
113370251m,United Kingdom,Armadale Museum,http://example.com/country/id/145
113370252m,United Kingdom,Queen Marys Hospital Museum Exhibition,http://example.com/country/id/145
113370253m,United Kingdom,Bay Museum,http://example.com/country/id/145
113370254m,United Kingdom,Diving Museum,http://example.com/country/id/145
113370255m,United Kingdom,Lancashire Titanic Museum,http://example.com/country/id/145
113370256m,United Kingdom,Lancashire County Cricket Club Museum,http://example.com/country/id/145
113370257m,United Kingdom,Yorkshire Cricket Museum,http://example.com/country/id/145
113370258m,United Kingdom,Musselburgh Museum,http://example.com/country/id/145
113370259m,United Kingdom,Cefn Mawr and District Museum,http://example.com/country/id/145
113370260m,United Kingdom,Museum of the Book,http://example.com/country/id/145
113370261m,United Kingdom,Lancaster Police Museum,http://example.com/country/id/145
113370262m,United Kingdom,Midhurst Museum,http://example.com/country/id/145
113370263m,United Kingdom,Bursledon Brickworks Industrial Museum,http://example.com/country/id/145
113370264m,United Kingdom,Mr Georges Museum of Time,http://example.com/country/id/145
113370265m,United Kingdom,Oswestry Town Museum,http://example.com/country/id/145
113370266m,United Kingdom,Warwickshire County Cricket Club Museum,http://example.com/country/id/145
113370267m,United Kingdom,The Mad Museum,http://example.com/country/id/145
113370268m,United Kingdom,Wolves Museum,http://example.com/country/id/145
113370270m,United Kingdom,Bath Medical Museum,http://example.com/country/id/145
113370271m,United Kingdom,Clockworks Museum,http://example.com/country/id/145
113370272m,United Kingdom,John Gray Centre Museum,http://example.com/country/id/145
113370273m,United Kingdom,Belford Hidden History Museum,http://example.com/country/id/145
113370274m,United Kingdom,Alfred Denny Museum,http://example.com/country/id/145
113370276m,United Kingdom,Museum of Bath Stone,http://example.com/country/id/145
113370277m,United Kingdom,West Kirby Museum,http://example.com/country/id/145
113370279m,United Kingdom,Coastal Communities Museum,http://example.com/country/id/145
113370280m,United Kingdom,Palestine Museum and Cultural Centre Bristol,http://example.com/country/id/145
113370282m,United Kingdom,Armourgeddon Military Museum,http://example.com/country/id/145
113370283m,United Kingdom,Broadway Museum & Art Gallery,http://example.com/country/id/145
113370284m,United Kingdom,Bilsthorpe Heritage Museum,http://example.com/country/id/145
113370285m,United Kingdom,Bradford Police Museum,http://example.com/country/id/145
113370286m,United Kingdom,Charlton Athletic Museum,http://example.com/country/id/145
113370287m,United Kingdom,Kent Firefighting Museum,http://example.com/country/id/145
113370288m,United Kingdom,The Hockey Museum,http://example.com/country/id/145
113370289m,United Kingdom,The True Crime Museum,http://example.com/country/id/145
113370290m,United Kingdom,Purbeck Mineral And Mining Museum,http://example.com/country/id/145
113370291m,United Kingdom,Brighton And Hove Albion Football Club Museum,http://example.com/country/id/145
113370292m,United Kingdom,Bewcastle Museum,http://example.com/country/id/145
113370293m,United Kingdom,Corwen Museum,http://example.com/country/id/145
113370294m,United Kingdom,Huguenot Museum,http://example.com/country/id/145
113370295m,United Kingdom,Warrington Museum of Freemasonry,http://example.com/country/id/145
113370296m,United Kingdom,Cloverlands Model Car Museum,http://example.com/country/id/145
113370297m,United Kingdom,Camera Museum,http://example.com/country/id/145
113370299m,United Kingdom,The Budding Foundation Museum of Gardening,http://example.com/country/id/145
113370300m,United Kingdom,New Glyn Valley Tramway & Industrial Heritage Trust Museum,http://example.com/country/id/145
113370301m,United Kingdom,Museum of Antiquities,http://example.com/country/id/145
113370302m,United Kingdom,Warley Museum,http://example.com/country/id/145
113370303m,United Kingdom,Isle of Wight Glass Museum,http://example.com/country/id/145
113370304m,United Kingdom,The Charterhouse Museum,http://example.com/country/id/145
113370305m,United Kingdom,Museum of Funeral History,http://example.com/country/id/145
113370306m,United Kingdom,Museum of the Blessed Virgin Mary,http://example.com/country/id/145
113370307m,United Kingdom,We'll Meet Again Homefront Museum,http://example.com/country/id/145
113370308m,United Kingdom,Mining Art Museum,http://example.com/country/id/145
113370309m,United Kingdom,Ainsworth And Sons Ltd Museum,http://example.com/country/id/145
113370310m,United Kingdom,Museum 4 Watton,http://example.com/country/id/145
113370311m,United Kingdom,Ottery Heritage Museum,http://example.com/country/id/145
113370312m,United Kingdom,Shire Hall Historic Courthouse Museum,http://example.com/country/id/145
113370313m,United Kingdom,Norfolk Museum of Freemasonry,http://example.com/country/id/145
113370314m,United Kingdom,Biggin Hill Memorial Museum,http://example.com/country/id/145
113370315m,United Kingdom,The Museum of Saint John Henry Cardinal Newman,http://example.com/country/id/145
113370317m,United Kingdom,Swedenborg Society Museum,http://example.com/country/id/145
113370318m,United Kingdom,Wight Aviation Museum,http://example.com/country/id/145
113370319m,United Kingdom,Faringdon Museum,http://example.com/country/id/145
113370320m,United Kingdom,Captain Fawcett's Emporium Marvellous Barbershop Museum,http://example.com/country/id/145
113370321m,United Kingdom,Exeter City Football Club Museum,http://example.com/country/id/145
113370322m,United Kingdom,Cateran Ecomuseum,http://example.com/country/id/145
113370323m,United Kingdom,Migration Museum,http://example.com/country/id/145
113370324m,United Kingdom,Duncan Edwards Museum,http://example.com/country/id/145
113370325m,United Kingdom,River Tweed Salmon Fishing Museum,http://example.com/country/id/145
113370326m,United Kingdom,Radlett and District Museum,http://example.com/country/id/145
113370327m,United Kingdom,National Film and Sci-Fi Museum,http://example.com/country/id/145
113370328m,United Kingdom,Glasgow Central Station Museum,http://example.com/country/id/145
113370329m,United Kingdom,Royal Berkshire Regiment Museum,http://example.com/country/id/145
113370330m,United Kingdom,Bryn-Eithyn Hall Folk Museum,http://example.com/country/id/145
113370331m,United Kingdom,Brewery Farm Museum,http://example.com/country/id/145
113370332m,United Kingdom,West Green House Agricultural Museum,http://example.com/country/id/145
113370333m,United Kingdom,Hertford Railway Museum,http://example.com/country/id/145
113370334m,United Kingdom,Repton School Museum,http://example.com/country/id/145
113370335m,United Kingdom,Aston Magna Bygones Museum,http://example.com/country/id/145
113370336m,United Kingdom,Kirbee Rural Crafts Museum,http://example.com/country/id/145
113370337m,United Kingdom,Wakeman's House Museum,http://example.com/country/id/145
113370338m,United Kingdom,Tingwall Agricultural Museum,http://example.com/country/id/145
113370340m,United Kingdom,Museum of Gardening,http://example.com/country/id/145
113370341m,United Kingdom,Agricultural Museum,http://example.com/country/id/145
113370342m,United Kingdom,Old Forge Museum (Alfriston),http://example.com/country/id/145
113370343m,United Kingdom,Friargate Waxworks Museum,http://example.com/country/id/145
113370344m,United Kingdom,Lost Street Museum,http://example.com/country/id/145
113370345m,United Kingdom,Museum of Classical Archaeology (UCL Collections),http://example.com/country/id/145
113370346m,United Kingdom,Yafford Mill And Farm Museum,http://example.com/country/id/145
113370347m,United Kingdom,Laundry & Mangle Museum,http://example.com/country/id/145
113370348m,United Kingdom,Minton Museum,http://example.com/country/id/145
113370349m,United Kingdom,Tom Varley Museum of Steam,http://example.com/country/id/145
113370350m,United Kingdom,Birchills Canal Museum,http://example.com/country/id/145
113370351m,United Kingdom,Calleva Museum,http://example.com/country/id/145
113370352m,United Kingdom,Graemeshall Museum,http://example.com/country/id/145
113370353m,United Kingdom,Thurso Heritage Museum,http://example.com/country/id/145
113370354m,United Kingdom,Bomber County Aviation Museum,http://example.com/country/id/145
113370355m,United Kingdom,Mow Cop Chapel Museum,http://example.com/country/id/145
113370356m,United Kingdom,St Francis & Hurstwood Park Hospital Museum,http://example.com/country/id/145
113370357m,United Kingdom,Mervyn Quinlan Museum,http://example.com/country/id/145
113370358m,United Kingdom,Edinburgh Police Museum,http://example.com/country/id/145
113370359m,United Kingdom,Metropolitan Traffic Police Museum,http://example.com/country/id/145
113370360m,United Kingdom,Bro Aman Museum,http://example.com/country/id/145
113370361m,United Kingdom,Museum No. 2. Monocotyledons and Cryptogams,http://example.com/country/id/145
113370362m,United Kingdom,Museum of Economic Botany,http://example.com/country/id/145
113370363m,United Kingdom,Cheltenham College Museum,http://example.com/country/id/145
113370364m,United Kingdom,Dr. Griersons Museum,http://example.com/country/id/145
113370366m,United Kingdom,Dunimarle Museum,http://example.com/country/id/145
113370367m,United Kingdom,Charterhouse School Museum,http://example.com/country/id/145
113370368m,United Kingdom,Carnegie Museum,http://example.com/country/id/145
113370369m,United Kingdom,Bootle Museum And Art Gallery,http://example.com/country/id/145
113370370m,United Kingdom,Dewsbury Museum & Gallery,http://example.com/country/id/145
113370371m,United Kingdom,Tollcross Museum,http://example.com/country/id/145
113370372m,United Kingdom,"City And County Museum, Lincoln",http://example.com/country/id/145
113370373m,United Kingdom,Museum of British Forestry,http://example.com/country/id/145
